1571829281,3,9,1,"CA,C9,C2,CK;DJ,D5,DK,DA;D10,D4,D9,DQ;D2,SQ,D8,D7;HJ,HK,D6,D3;C5,C7,CJ,CQ;C3,C6,C10,C8;SA,SJ,SK,S2;S10,S9,S7,HA;S8,S6,S4,HQ;H8,H5,H9,H10;H4,S5,H2,H7;H3,C4,S3,H6"
1571829281,3,0,1,"CA,C9,CJ,C2;DA,DQ,D9,D10;DK,D8,D7,D4;DJ,D6,D5,D3;CQ,C8,C4,CK;C6,C7,HA,C10;SQ,H9,H10,C5;HK,H7,H5,C3;HJ,SJ,H2,HQ;SA,S8,SK,H8;S10,S4,S9,H6;S6,S3,S7,H4;S5,S2,D2,H3"
1571829281,3,5,1,"CK,C10,C2,CA;D8,DK,DA,D9;D5,DJ,DQ,HK;D3,D10,D7,HQ;H9,D4,D6,H6;H5,SQ,D2,H4;CQ,C6,C3,CJ;C7,C4,HJ,C9;C5,HA,H8,C8;S5,S7,SA,SK;S4,H10,S10,SJ;S2,H7,S8,S9;H3,H2,S6,S3"
1571829281,3,7,1,"CQ,CK,C7,C2;DA,DJ,DQ,DK;D7,D9,D4,D10;D6,D8,SQ,D3;HK,D5,H10,HA;HJ,D2,H9,H8;S7,S10,SA,SJ;CJ,HQ,C6,CA;C9,H5,C4,C10;C3,H4,H2,C8;H7,H3,SK,C5;S4,S8,S5,S9;H6,S3,S2,S6"
1571829281,3,0,1,"CQ,C2,CA,CK;DK,DQ,DA,DJ;D9,D10,D7,D3;D8,D6,D5,HK;D4,D2,SQ,H9;CJ,C8,C10,C9;C3,C6,C7,C4;SK,SA,S9,S8;H10,C5,HA,H5;S10,SJ,S4,S6;S7,HQ,H8,H4;S5,HJ,H6,H3;S3,H7,S2,H2"
1571829281,3,15,1,"CK,C8,C2,CJ;DK,DJ,DQ,DA;D7,D2,D4,D10;D6,HK,D3,D9;D5,H6,SQ,D8;CQ,C5,CA,C9;C7,C4,C10,C6;SK,S10,SA,S8;S6,S9,SJ,HQ;HA,S5,S7,HJ;H10,S3,S4,H4;H9,H5,S2,H2;H7,H3,H8,C3"
1571829281,3,5,1,"CK,C2,C9,CA;DQ,D10,DK,DA;D8,D6,D7,DJ;HJ,D4,D5,D9;CQ,CJ,C7,C5;C8,C10,SQ,C4;H10,D2,D3,HA;SA,S9,SJ,SK;C3,C6,HQ,H4;S8,S5,S7,S10;S4,S2,H8,S6;H9,HK,H7,S3;H2,H5,H6,H3"
1571829281,3,3,1,"CJ,CA,C2,C10;DA,DQ,D9,D5;DK,D10,D8,SQ;DJ,D7,D4,HA;D3,D6,HQ,H10;C3,CK,CQ,C9;HK,C8,HJ,C7;H2,C4,H9,C6;SJ,SA,H8,C5;S10,S8,SK,S9;S7,S6,S4,H7;D2,S5,H5,H6;S3,S2,H3,H4"
1571829281,3,24,1,"CA,C10,C2,CQ;DA,DK,DQ,DJ;D9,D10,D5,D8;HA,C7,CK,CJ;HJ,C4,C9,C8;S10,S9,SJ,S6;S7,S5,S8,S2;H8,S3,S4,SQ;D6,HK,H10,D7;D3,HQ,H7,D4;H3,H9,H5,C6;H2,H6,H4,C5;D2,SK,SA,C3"
1571829281,3,3,1,"C2,CK,CQ,CA;DA,D8,DK,DJ;DQ,D5,D7,D6;D10,H9,D2,D3;D9,H8,HJ,SQ;D4,H7,H10,HQ;SA,S10,SK,S9;SJ,S8,S3,S2;S6,S7,H5,H6;HA,C8,C10,CJ;HK,C5,C9,C7;S5,C4,C6,H4;S4,C3,H2,H3"
1571829281,3,0,1,"CK,CA,C9,C2;DA,D8,DK,DJ;DQ,D6,D5,D7;D10,HJ,SQ,D3;D9,H7,HA,D2;D4,H5,H9,HK;CQ,C10,C8,C5;CJ,C4,C7,C3;C6,H4,H6,H10;SJ,SA,S9,S8;S10,SK,S4,S6;HQ,S7,S3,S2;H2,S5,H3,H8"
1571829281,3,19,1,"C2,CK,C10,C6;DQ,DA,DJ,DK;D5,D6,D7,D10;D2,SQ,D3,D9;HJ,H9,HA,D8;H10,H2,H8,D4;CA,CJ,C8,C4;CQ,C9,C7,C3;C5,SK,H7,HK;SA,SJ,S8,S6;S7,S10,S2,S5;H6,S9,H4,S3;H5,S4,H3,HQ"
1571829281,3,4,1,"CA,C9,C2,CK;DQ,D10,DA,DK;D5,D9,DJ,SQ;D4,D8,D7,HA;HK,D6,D3,HJ;CQ,C7,CJ,C6;C10,C3,C4,H8;C8,HQ,H10,H3;C5,H6,H9,SA;S9,S10,SJ,SK;S8,S6,S7,S5;S3,H5,H4,S4;H7,H2,D2,S2"
1571829281,3,0,1,"C2,CA,CJ,CK;DQ,DA,D10,DK;DJ,D5,D4,D9;D7,SQ,D2,D8;D3,HA,HQ,D6;H8,C8,C9,CQ;H2,C6,C5,C10;SA,HJ,H7,C7;S9,H10,H3,C4;S8,H9,SJ,C3;S5,H6,S7,SK;S4,H5,S6,S10;S2,H4,S3,HK"
1571829281,3,0,1,"CJ,C2,C7,CA;DJ,DA,D9,DK;D5,D10,D4,DQ;D3,D8,SQ,D6;HA,D7,H10,HQ;HK,D2,H6,H8;C10,CK,H4,C9;C5,CQ,S10,C6;HJ,C8,S7,C4;H9,C3,S5,H7;SA,SJ,S4,S9;SK,S6,S3,H3;S8,H5,S2,H2"
1571829281,3,7,1,"CA,CJ,CK,C2;DK,D4,DA,DQ;D9,HA,D8,DJ;D7,HJ,D6,D10;D2,H9,HK,D5;H10,H3,HQ,D3;C7,C5,C10,CQ;SJ,S10,S2,S6;C6,C3,C9,SQ;C4,SA,C8,H7;S7,S9,SK,S3;H2,S8,H8,H5;S5,S4,H6,H4"
1571829281,3,3,1,"C2,C5,CK,CJ;D7,DQ,DA,DK;D5,DJ,D10,D4;D3,D6,D9,HK;D2,HA,D8,HQ;CA,HJ,CQ,C9;C10,H10,C7,C4;C8,H6,C6,H8;C3,H4,SQ,H7;SK,S8,SJ,SA;S9,S7,S2,S10;S5,S6,H9,S3;S4,H3,H2,H5"
1571829281,3,15,1,"C2,CK,C6,CA;D9,DK,DQ,DA;D5,D8,D4,DJ;D3,D7,D2,D10;HA,HJ,SQ,D6;C10,CJ,C5,CQ;S10,SJ,SK,SA;S4,S5,S9,S7;S3,S2,S8,HK;H9,H6,S6,H10;H8,C9,HQ,H5;C4,C8,H7,H4;C3,C7,H3,H2"
1571829281,3,0,1,"CA,C9,CJ,C2;DA,DJ,D7,D2;DK,D10,D6,HA;DQ,D8,D5,HJ;D9,D4,SQ,H9;D3,HK,H7,H5;CK,C7,C5,C6;CQ,HQ,H4,C4;C10,H10,H3,C3;C8,H8,SK,S7;S8,SA,S10,S6;H6,SJ,S9,S3;H2,S5,S4,S2"
1571829281,3,0,1,"D4,C2,C10,CQ;D3,DK,DA,DQ;D2,D10,DJ,D7;HA,D8,D9,SQ;HK,CA,C7,C9;H9,D6,HJ,HQ;H8,D5,H7,H10;H4,CK,C5,C6;H3,CJ,H6,C4;SJ,C8,H5,H2;S10,C3,SK,SA;S4,S9,S8,S7;S3,S6,S5,S2"
1571829281,3,1,1,"CA,C10,CK,C2;DA,DJ,DQ,D9;DK,D10,D7,D8;D6,D3,D5,SQ;D4,HK,H10,HQ;D2,H9,H5,HJ;CQ,C4,C8,CJ;C7,H3,C6,C9;S5,SK,SA,SJ;C3,H2,C5,H8;HA,S10,S9,S8;H7,S7,S6,S2;H4,S3,S4,H6"
1571829281,3,26,1,"CA,C4,CK,C2;D5,DA,DQ,D10;D2,DK,D8,D4;HA,DJ,D7,HK;HQ,D9,SQ,H10;HJ,D6,H7,CQ;H9,D3,H6,C7;SJ,SA,SK,S6;S8,S10,S9,S5;H5,S7,H2,S4;C10,H8,CJ,C3;C9,H4,C8,S3;C5,H3,C6,S2"
1571829281,3,0,1,"C10,CA,C2,CQ;DA,D7,D8,DK;DJ,D6,D4,DQ;D10,SQ,D2,D9;D5,HK,H2,HA;D3,H7,SK,HQ;C9,CK,CJ,HJ;H10,C8,C6,H9;H6,C7,C5,H8;H5,C3,C4,S9;S8,SA,SJ,S5;H4,S7,S10,S4;H3,S2,S6,S3"
1571829281,3,0,1,"C9,CJ,C2,CA;DA,DK,D8,D9;DQ,D7,D5,D3;DJ,HK,D4,D2;D10,H10,HJ,SQ;D6,H6,H9,HA;C8,C10,CK,CQ;C6,C7,C4,C3;SA,SJ,SK,S10;C5,H3,H5,H8;S8,S9,S5,S7;HQ,S6,S3,S4;H7,H2,S2,H4"
1571829281,3,2,1,"C2,CA,DK,CK;DA,D8,DJ,DQ;D7,D4,D10,D3;H10,D2,D9,HK;H5,SQ,D6,H3;H4,H9,D5,SK;SJ,SA,S6,S8;C7,CQ,HA,CJ;C6,C8,HQ,C10;C3,C5,HJ,C9;S10,S4,S3,S7;S9,H7,H8,S5;H2,C4,H6,S2"
1571829281,3,2,1,"CK,C2,CQ,CJ;D10,D9,DA,D7;D8,D6,DK,D5;HJ,D4,DQ,D3;H8,H10,DJ,D2;S7,S4,SJ,S9;S5,S3,S10,S8;H5,H9,S2,S6;C10,CA,HK,C4;C9,C8,HQ,SQ;C7,C6,H7,HA;C5,C3,H6,H3;H4,H2,SK,SA"
1571829281,3,2,1,"C2,CJ,C10,CA;DJ,DK,DQ,DA;D9,D10,D6,D8;D2,D7,D4,D5;SQ,D3,HA,H10;CK,C8,C4,C9;CQ,HK,HJ,C7;C5,H9,H5,C6;SJ,SA,SK,S9;S6,S10,S8,S4;HQ,H6,S7,H8;C3,H4,S5,H7;S3,H3,S2,H2"
1571829281,3,13,1,"CQ,CK,C2,C6;D8,DJ,D10,DA;D7,D6,D9,DK;SQ,D5,D4,DQ;H5,D3,HA,D2;C10,C9,CA,H9;C7,C3,CJ,H8;C5,HK,C8,H6;SJ,H10,C4,H4;S10,SA,SK,S9;S8,S5,S7,S2;S6,S4,HQ,H3;S3,H7,HJ,H2"
1571829281,3,2,1,"C2,CA,C7,CK;DJ,DQ,DA,D8;D10,D6,DK,D4;D9,D5,D7,SQ;D2,D3,HK,HA;C10,C8,HJ,CQ;C9,C5,H6,CJ;C6,C3,H3,C4;SJ,S4,SA,HQ;S8,S3,SK,H8;S7,S2,S10,H7;S5,H10,S9,H4;H9,H5,S6,H2"
1571829281,3,4,1,"CJ,CA,C2,CK;DQ,DJ,DK,DA;D9,D10,D8,D6;D5,D7,D4,HK;C7,C8,CQ,C9;D3,SQ,D2,HQ;C6,C4,C10,C3;HA,H7,C5,H9;S8,S7,SK,SA;S5,S6,S10,SJ;S4,S2,H10,S9;HJ,H6,H5,S3;H8,H4,H2,H3"
1571829281,3,0,1,"CA,C9,CK,C2;DA,DJ,DQ,DK;D10,D5,D8,D7;D9,D4,D3,H4;D6,D2,HA,SK;C10,C8,CQ,CJ;SQ,S6,S8,SJ;C3,C7,HK,S10;HJ,C6,HQ,S9;H10,C5,H9,S5;H5,C4,H7,S4;H3,SA,S7,S3;H2,H8,H6,S2"
1571829281,3,26,1,"CQ,CJ,CK,C2;DA,DK,D3,D8;D9,DQ,SQ,D5;D6,DJ,HA,D4;D2,D10,H7,HK;H9,D7,H5,HQ;C10,C8,C9,CA;H8,C7,C4,C6;S8,SA,SJ,S6;S4,SK,S10,S3;S2,S9,S7,HJ;H4,H10,S5,H3;H2,H6,C3,C5"
1571829281,3,5,1,"C2,CA,C9,CK;DQ,D10,DA,DK;D9,D6,D8,DJ;D7,D3,D4,D5;D2,HK,SQ,HJ;C6,CQ,C5,C10;C4,CJ,HA,C8;C3,C7,HQ,SK;S2,SA,SJ,S10;H10,S9,S7,S8;H8,H6,H9,S6;H5,H4,S4,S5;H2,H3,H7,S3"
1571829281,3,0,1,"C10,C9,C2,CA;DA,DQ,DK,D9;DJ,D10,D2,D6;D7,D8,HA,D4;C6,C8,CK,CQ;H7,C7,CJ,SQ;H6,HJ,C5,HK;SA,H5,C4,HQ;S7,H2,C3,H9;S5,SK,S9,S10;S3,SJ,S6,H8;S2,S8,H10,H4;D5,S4,H3,D3"
1571829281,3,1,1,"CA,CJ,CK,C2;D9,DK,DA,DQ;C9,C8,CQ,C3;C5,SQ,C10,HQ;HA,H9,C7,H10;HK,H4,C6,H7;H5,H2,C4,H3;S10,SK,SA,S4;S9,S6,SJ,S3;S8,DJ,S5,D8;D5,D10,HJ,D7;S7,D6,H8,D4;S2,D2,H6,D3"
1571829281,3,5,1,"C9,CA,C10,C2;DA,DQ,DK,D6;DJ,D9,D8,D2;D10,D5,D7,H9;D4,SQ,HK,H8;D3,HJ,HQ,H6;C8,CJ,C6,CK;HA,C5,H5,CQ;H10,C3,SJ,C7;H3,H7,S7,C4;S9,SK,S6,SA;S8,S2,S5,S10;S4,H4,S3,H2"
1571829281,3,14,1,"C8,CK,C2,CJ;D8,D6,DQ,DA;D2,D5,DJ,DK;SQ,HJ,D9,D10;HQ,H6,D7,D3;H8,H5,D4,HA;C6,CQ,CA,C7;C5,H3,C10,H10;C4,SA,C9,H9;SJ,S10,S9,SK;H7,S7,S8,S6;H4,S3,HK,S5;C3,S2,H2,S4"
1571829281,3,25,1,"C2,CA,C10,CK;D5,DK,D3,DA;D2,DJ,HA,DQ;SQ,D9,HQ,D10;H8,D6,H10,D8;H5,HK,H9,D7;H3,HJ,H7,D4;C9,CJ,C6,CQ;C7,C5,C4,C8;S8,H4,H2,C3;S7,S10,SK,SA;S4,S6,SJ,S2;S3,S5,S9,H6"
1571829281,3,1,1,"C2,CQ,CK,CA;DJ,D9,DK,DA;D4,D8,DQ,D10;HA,D2,D6,D7;HK,HQ,D5,D3;C10,CJ,C4,C8;C9,C5,SQ,H10;C7,H6,H7,H3;C6,H5,SJ,H2;C3,H4,S10,SA;HJ,SK,S9,S5;H9,S6,S8,S4;H8,S2,S7,S3"
1571829281,3,0,1,"C7,CA,C2,CQ;DA,DJ,DK,D10;DQ,D7,D8,D9;D6,D4,SQ,HJ;D5,D2,H10,H6;D3,HA,H9,H5;C6,CK,C10,CJ;SJ,S8,SK,SA;C3,HK,C9,C8;H8,HQ,C5,C4;S2,S6,S10,S7;H7,S4,S9,S5;H2,S3,H4,H3"
1571829281,3,22,1,"C2,CJ,C6,CA;DJ,DK,DA,D10;HK,D5,DQ,D8;H9,D3,D9,D7;H7,D2,D4,D6;C8,C10,HJ,CK;C5,C4,H10,CQ;H6,SQ,H8,C9;H5,HA,H3,C7;H4,SA,SJ,C3;S7,S10,S8,SK;S2,S9,S6,S4;H2,S3,S5,HQ"
1571829281,3,19,1,"C7,CK,C2,CA;DA,DJ,DQ,DK;D7,D4,D9,D10;D5,D2,HA,D8;HQ,SQ,H4,D6;HJ,H9,H3,D3;C3,C10,CQ,C6;H10,C9,CJ,C5;H7,C4,C8,HK;SK,S9,SA,S7;S10,S3,SJ,S6;S8,S2,S5,H8;H6,H2,S4,H5"
1571829281,3,0,1,"CA,CK,C2,DK;DQ,DA,D7,DJ;HA,D10,HQ,D9;HK,D8,H9,D6;H7,D5,C10,D4;CQ,C8,C9,HJ;CJ,C5,C7,H10;C3,C4,C6,H6;S8,SQ,S7,SJ;H3,H8,S6,S10;SA,H5,S5,S9;SK,H4,S4,D3;S3,H2,S2,D2"
1571829281,3,0,1,"C2,CQ,CA,CK;DA,DK,DJ,D7;D3,DQ,D4,D6;HK,D10,H6,D5;HQ,D9,H5,D2;H10,D8,H3,SQ;C9,C10,C7,CJ;SJ,SK,SA,S10;C8,C3,C5,HA;C6,H9,H2,HJ;C4,H8,S7,S9;S5,S4,S6,S8;H7,H4,S3,S2"
1571829281,3,0,1,"CA,CK,CJ,C2;DA,DK,DQ,DJ;D6,D3,D8,D10;D5,H6,D7,D9;CQ,C9,C8,C10;C7,C6,C3,C5;S10,S9,S7,SJ;HQ,H3,H7,HA;H9,S8,H2,HK;H4,S6,D4,HJ;SQ,S5,S3,H10;SA,S4,S2,H8;SK,C4,D2,H5"
1571829281,3,7,1,"C2,CQ,CA,C10;DA,DK,D10,D8;D7,DQ,D9,D5;D6,DJ,HJ,D4;D3,D2,H9,HA;CJ,SQ,CK,C8;C4,HK,C9,C7;H4,H10,C6,C5;S10,SA,S7,SK;S5,SJ,S6,S9;H3,H8,H6,HQ;S4,H7,H2,C3;S2,H5,S3,S8"
1571829281,3,0,1,"C2,CQ,CJ,CA;DA,DJ,DK,DQ;D8,D5,D9,D10;CK,C9,C10,C8;D6,D4,D7,HQ;D3,HA,D2,SJ;C7,HK,C5,C6;S10,SA,S8,S9;SQ,SK,S3,S6;H8,H10,HJ,S5;S7,H9,S2,S4;H7,H4,H6,C4;H5,H3,H2,C3"
1571829281,3,0,1,"CA,C2,DJ,CK;DA,D5,D10,DK;DQ,SQ,D9,D8;D7,HA,D6,D2;D4,H8,D3,HK;CQ,C10,H10,CJ;C9,C6,H7,C5;C8,C4,H4,C3;C7,H5,H2,HQ;SJ,SA,S9,SK;S3,S10,S7,S5;HJ,S8,S6,H6;H9,S4,S2,H3"
1571829281,3,26,1,"C9,C2,C10,CA;D10,DA,DQ,DK;D2,DJ,D7,D5;H5,D9,HK,HQ;H3,D8,HJ,H10;SK,D6,H9,H8;C8,D4,H7,H6;C7,D3,H4,H2;C6,CK,SA,CQ;S6,S7,SJ,S8;S2,S5,S10,S3;C4,SQ,S9,CJ;C3,HA,S4,C5"
1571829281,3,13,1,"CA,CK,C2,CJ;DQ,DK,D10,DA;D9,SQ,D6,DJ;D8,HA,D5,D7;D4,HQ,D3,D2;C10,H5,CQ,C7;C5,SA,C9,C6;H9,SJ,C8,C3;H8,S10,C4,HK;S6,S9,SK,S2;S4,S7,S8,H10;H7,S5,HJ,H6;H4,S3,H3,H2"
1571829281,3,13,1,"CA,CK,C2,CJ;D10,DQ,DJ,DA;D9,D8,D7,DK;CQ,C4,C6,C10;C8,SQ,C3,C9;SJ,S4,S10,SA;S7,S2,S9,SK;HA,HK,H6,HQ;C7,H9,S8,H10;C5,H7,S5,H8;S6,D6,S3,H4;HJ,D5,D3,H3;H5,D4,D2,H2"
1571829281,3,2,1,"CJ,CA,C2,C9;DA,D5,HK,DJ;DK,D4,HQ,D10;DQ,HJ,H10,D9;D7,H4,H9,D8;D6,H2,H3,D2;D3,SA,CQ,H8;S8,S6,SJ,S10;SQ,CK,C10,C6;HA,C8,C7,C3;H6,C5,C4,H7;SK,S4,S9,S5;S7,S2,S3,H5"
1571829281,3,1,1,"C6,CA,C9,C2;DA,DK,D7,D4;DQ,D10,D6,D2;DJ,SQ,D5,HK;D9,H8,HJ,H10;D8,H7,H5,H9;D3,SK,SA,H3;C5,CQ,C4,CK;C3,CJ,S9,C7;HA,C10,S6,H2;HQ,C8,S5,S10;H6,SJ,S4,S8;H4,S2,S3,S7"
1571829281,3,19,1,"C10,CK,CA,C2;DA,DK,DJ,D3;D8,DQ,D9,HJ;D7,D10,D6,H7;C8,CJ,C4,CQ;C7,SQ,HK,C9;C5,HA,H10,C6;H2,HQ,H9,C3;SK,SA,S5,S10;SJ,S8,S2,S9;D5,H6,D4,H3;D2,H5,H8,S6;S7,S3,H4,S4"
1571829281,3,2,1,"C10,CK,CA,C2;D10,D8,DA,D7;SQ,D4,DK,D6;HA,D2,DQ,D3;H9,HK,DJ,HJ;H8,HQ,D9,H10;H5,H6,D5,H7;C8,CJ,C9,CQ;C7,C5,H4,C6;S7,SJ,S10,SA;S4,S3,S8,SK;S2,C4,S5,S9;H2,C3,H3,S6"
1571829281,3,4,1,"C10,CK,CQ,C2;D5,DK,DQ,DA;HJ,D7,DJ,D9;H9,D4,D10,D3;H6,SQ,D8,D2;H5,HA,D6,CA;C7,C6,C9,CJ;C3,C4,HQ,C8;H2,HK,H10,C5;SK,S5,SA,S10;SJ,S2,S7,S9;S8,H8,H7,S6;S4,H4,H3,S3"
1571829281,3,14,1,"CQ,DK,C2,C7;DQ,DJ,SQ,DA;D7,D10,HJ,D9;D5,D6,H7,D8;HK,D4,H5,D2;H4,D3,SA,HA;SJ,SK,S10,S5;S9,S7,S8,HQ;CJ,H10,CA,C5;C10,H9,CK,C4;C8,H6,C9,C3;H2,S4,S6,H8;C6,S3,S2,H3"
1571829281,3,11,1,"C7,CJ,C2,CA;D8,DA,DK,DQ;D4,DJ,D2,D10;D3,D9,HQ,D6;SQ,D7,H10,D5;C5,C9,C6,CK;H3,C4,C3,CQ;SA,HA,H9,C10;SK,HK,H7,C8;S9,S10,S5,SJ;S8,H2,H5,HJ;S3,S7,H4,H8;S2,S6,S4,H6"
1571829281,3,4,1,"CA,C5,CK,C2;DA,DK,DQ,SQ;D10,DJ,D8,H9;D9,D4,D7,H5;CJ,HA,C7,CQ;C9,HK,H10,C10;C8,HQ,SA,C6;C4,H7,SJ,C3;SK,S5,S10,S9;S6,S3,S2,S8;S4,H6,D6,S7;HJ,H4,D5,H3;H8,D2,D3,H2"
1571829281,3,26,1,"C6,C2,CQ,CK;DJ,DA,D5,DQ;D10,DK,D3,D7;D9,D8,D2,D6;C4,CA,C5,C8;HK,D4,HJ,HA;HQ,CJ,H10,C7;H7,C10,H9,C3;H4,C9,H5,H8;S5,S8,S10,SJ;S3,SQ,S7,S9;H3,H6,SA,S4;SK,H2,S6,S2"
1571829281,3,0,1,"C10,C2,C7,CA;DK,DJ,D3,DA;DQ,D6,D2,D10;D9,D4,HA,D7;D8,HK,HQ,H10;D5,H9,HJ,H5;C9,CQ,C4,CK;C5,CJ,C3,C8;SQ,C6,SA,H4;S10,S7,SJ,SK;S3,S6,S9,S8;H6,H8,S5,S2;H2,H7,S4,H3"
1571829281,3,0,1,"C2,C10,CA,DA;D10,DQ,DK,D7;D8,DJ,D4,D5;D6,D9,D3,HK;CK,C9,CJ,HJ;CQ,C6,C8,H10;C4,HQ,C7,H7;HA,H9,D2,H4;H5,H8,C5,H3;H2,SA,C3,S10;S5,SJ,SQ,S8;S3,S9,SK,S7;S2,S6,H6,S4"
1571829281,3,0,1,"C2,C9,DA,CK;DK,DQ,D8,D10;CA,C6,HQ,CQ;CJ,HA,H9,C10;C8,HJ,H6,C5;C7,H10,H3,H7;C4,H8,H2,H5;C3,H4,SJ,SA;S9,S7,S10,S5;SQ,DJ,D6,D9;HK,D7,D5,D4;S8,S4,D3,SK;S6,S2,D2,S3"
1571829281,3,2,1,"C2,CK,CA,CQ;D8,DA,D9,DQ;D2,DK,D7,D10;HA,DJ,D5,D6;HJ,D3,H10,D4;C8,C10,C5,CJ;S9,S10,S7,SJ;S4,S6,S3,S8;SA,HK,SK,S5;C3,C9,C4,SQ;H9,C7,H6,HQ;H8,C6,H5,H7;H3,H2,H4,S2"
1571829281,3,3,1,"C7,CQ,C6,C2;DA,DK,D6,HQ;D9,DQ,D4,H9;D8,DJ,D3,H6;D7,D10,D2,H5;SQ,D5,H8,CA;HK,C9,C4,CK;HJ,C8,C3,CJ;H7,C5,SK,C10;SA,HA,SJ,S7;S10,H10,S8,S6;S9,H3,S5,S3;H4,H2,S4,S2"
1571829281,3,21,1,"CA,CK,C2,C6;DK,DQ,D7,DA;D10,D2,D3,DJ;D8,SQ,HK,D9;C8,CQ,C10,C3;HA,CJ,C9,H7;HJ,C5,C7,H2;SA,HQ,C4,SK;S7,S6,S8,SJ;S3,S2,H9,S10;D6,H10,H8,S9;D5,H4,H6,S5;D4,H3,H5,S4"
1571829281,3,19,1,"C7,CA,CQ,C2;DQ,D4,DK,DA;D10,D2,D9,DJ;D6,SQ,HA,D8;D5,HK,HJ,D7;H9,H7,H8,D3;H4,CK,C10,C9;SA,CJ,C8,C6;SK,C5,C3,HQ;SJ,C4,H5,H10;S10,S9,S6,S3;S8,S5,H3,S2;S7,S4,H2,H6"
1571829281,3,2,1,"DJ,C2,CA,C10;D10,DQ,DA,DK;D9,D3,D5,D7;D8,CQ,HA,D6;D2,CJ,HJ,D4;SQ,C5,CK,C4;HK,SJ,C9,C3;HQ,S10,C8,H9;H10,S9,C7,H6;H8,S8,C6,H4;S5,S6,S7,SA;H5,S3,S4,SK;H2,S2,H7,H3"
1571829281,3,0,1,"C5,C2,CK,CA;DA,D10,DJ,DK;DQ,D6,D9,D7;D8,D4,HQ,D3;D5,HA,H8,H10;D2,HK,H7,H6;SJ,SK,S9,S10;SQ,CQ,C7,C10;HJ,CJ,C4,C9;H9,C8,SA,C6;H5,C3,S8,S6;H3,H4,S7,S3;S4,H2,S5,S2"
1571829281,3,18,1,"CK,C2,C10,CA;D3,DJ,D10,DA;HA,D7,D8,DK;H9,D5,D6,DQ;H6,HQ,D2,D9;CQ,HJ,SQ,D4;CJ,C5,HK,C9;C8,C3,H2,C4;C7,H10,SA,H8;C6,H5,SK,H7;S7,S4,SJ,S10;S6,S2,S9,S8;S5,H4,S3,H3"
1571829281,3,6,1,"CJ,CK,C2,CA;DK,DA,DQ,D8;DJ,D9,D5,SQ;D10,D7,D4,HK;SJ,SA,S8,S10;HA,D6,D2,H5;HJ,D3,HQ,CQ;H8,C6,C10,C9;H2,C5,C3,C8;S9,H6,H10,C7;S7,H3,H9,C4;S5,SK,H7,S6;S3,S2,H4,S4"
1571829281,3,4,1,"C9,CJ,C2,CA;DA,D4,DJ,DK;DQ,D2,D10,D8;D6,HQ,D9,D7;C8,C10,CQ,CK;C7,C6,C3,C4;D5,HJ,SQ,HA;D3,H10,H5,H8;C5,H9,H4,H7;SA,S8,SK,SJ;S5,S7,S10,S9;HK,S3,S4,S6;H2,H6,H3,S2"
1571829281,3,3,1,"C10,C2,CQ,CA;DA,D8,D10,DJ;DK,D4,D7,D3;DQ,HK,D5,D2;D9,H9,HQ,SQ;D6,H8,HJ,H7;C7,CJ,C5,CK;C6,C9,H10,C8;HA,S9,SA,SJ;H6,S7,SK,S8;H3,S4,S10,S6;C4,H5,S3,S5;C3,H2,S2,H4"
1571829281,3,0,1,"CJ,CA,C2,CQ;DA,D9,DQ,DK;D8,D7,DJ,D2;D5,D3,D10,H6;HK,SQ,D6,SK;HQ,HA,D4,S8;C9,C5,CK,C8;C3,H10,C10,C7;S7,SJ,SA,S6;S4,S10,S9,S5;HJ,H9,H7,C6;H8,H5,H2,C4;H4,H3,S3,S2"
1571829281,3,2,1,"C7,C2,CK,CA;D8,DJ,DK,DA;D6,D10,D9,DQ;D2,D7,D4,D5;C6,CQ,CJ,HA;C3,C5,C10,H9;HK,SQ,D3,H7;H10,HQ,C9,H5;SA,H6,C8,H4;SK,H2,C4,H3;S10,SJ,S4,S9;S7,S3,HJ,S8;S5,S2,H8,S6"
1571829281,3,0,1,"C2,CK,CQ,C10;D6,DA,DK,D10;HQ,DJ,DQ,D8;H7,D9,D2,D5;H6,D7,SQ,HJ;H2,D4,HA,H10;CA,D3,HK,H8;CJ,C4,C8,C9;C7,H5,C6,C5;C3,H4,H9,S10;SK,SA,S9,S8;SJ,S7,S6,S5;S4,H3,S3,S2"
1571829281,3,0,1,"CK,CA,CQ,C2;D10,DK,DA,DQ;D4,D5,DJ,D7;D3,SQ,D9,D6;H10,HJ,D8,HA;H5,H8,D2,HQ;C9,C10,C8,CJ;S8,SA,S4,SJ;C7,C6,HK,H2;C4,C5,H9,S10;S5,SK,S2,S9;S3,H4,H7,S7;C3,H3,H6,S6"
1571829281,3,1,1,"CA,CQ,C2,CJ;DQ,D3,DA,D9;DJ,SQ,DK,D4;D8,HA,D10,D2;D7,HJ,D5,HK;D6,H9,H8,H6;C6,C9,CK,C8;HQ,H4,C10,C4;H10,H2,C7,C3;H7,S10,C5,H5;SA,S7,SK,S9;SJ,S5,S3,S8;S2,S4,H3,S6"
1571829281,3,0,1,"C10,C2,CA,CK;DQ,D10,DK,DA;DJ,D6,D9,D7;C9,C7,CJ,CQ;SQ,D2,D8,D5;C8,C6,C5,C3;SK,S9,SA,S8;SJ,S5,S10,S6;S4,HA,S7,HQ;S3,HK,S2,H7;H10,H8,HJ,H5;H9,H3,H6,D4;H4,C4,H2,D3"
