1571829281,3,26,1,"CA,C2,CK,C9;D8,DA,DJ,DK;D5,DQ,D10,D6;D2,D9,D7,D4;CJ,CQ,C10,C7;S2,SJ,S7,S9;SA,S10,S4,S5;C8,HK,C3,C5;C6,H9,HA,SQ;C4,H4,HJ,H10;SK,S8,H8,H6;HQ,S6,H5,H3;H7,S3,H2,D3"
1571829281,3,19,1,"C2,C10,CQ,CA;D7,D10,DA,DQ;D6,D8,DK,DJ;D5,H10,D9,D4;C9,C4,CJ,CK;D3,H8,HJ,D2;C6,C3,C5,C8;HK,H3,SJ,C7;S5,S9,S10,SQ;HQ,SA,S6,HA;H9,SK,S4,H6;H7,S8,S3,H5;H2,S7,S2,H4"
1571829281,3,3,1,"CK,CA,C2,C10;DK,DA,D10,DQ;DJ,D6,D9,D7;C8,CQ,CJ,C6;SQ,D2,D8,D5;H6,HK,D4,HA;H3,HJ,D3,HQ;SA,C9,C7,C4;SK,C3,C5,H10;S9,S10,SJ,S8;S4,S5,S7,S6;S3,H9,H5,H8;S2,H2,H4,H7"
1571829281,3,0,1,"C6,CA,C2,CQ;D10,DA,D6,DK;D8,DQ,D5,DJ;D4,D7,HQ,D9;D2,HA,H9,D3;C3,C10,CK,CJ;HK,H4,C7,C9;HJ,H3,H8,C8;H10,SA,H6,C5;H7,SK,H5,C4;SJ,S8,S9,S10;S3,S7,S4,S6;H2,S5,S2,SQ"
1571829281,3,23,1,"CQ,CA,C2,CJ;DK,D5,DQ,DA;D8,D3,D10,DJ;D6,SQ,D4,D9;HQ,HJ,D2,D7;C8,CK,C10,C9;C7,C5,C6,C4;C3,H9,HA,H10;S9,SJ,SA,SK;S2,S7,S6,S10;H7,S4,HK,S8;H5,H8,H3,S5;H4,H6,H2,S3"
1571829281,3,0,1,"CK,CA,CJ,C2;DJ,D9,DA,D10;D7,D8,DK,SQ;HK,D6,DQ,H9;HJ,H8,D5,H7;H10,H6,D4,H5;CQ,H4,D3,SA;SJ,H2,D2,C10;C6,C7,C9,C8;S10,SK,S3,S7;S6,S9,HA,S5;C5,S8,HQ,S2;C4,S4,H3,C3"
1571829281,3,3,1,"C3,CK,C9,C2;DA,DK,D8,D9;DQ,DJ,D7,D6;D10,D4,D5,H10;D2,D3,SQ,H5;HA,CQ,C8,CA;HK,CJ,C6,C7;H8,C10,C5,SA;H7,C4,HQ,SK;S5,SJ,S2,S8;H6,S10,HJ,S7;H4,S9,H9,S6;H3,S3,H2,S4"
1571829281,3,3,1,"CK,C9,CA,C2;DQ,DK,DA,DJ;D8,D4,D10,D9;SQ,H7,D7,D5;H5,H6,D6,D3;CJ,C4,CQ,C6;SJ,SK,S8,SA;H4,H2,HA,D2;S10,S6,S7,S9;C10,C3,HJ,HK;C8,S5,H10,HQ;C7,S4,H3,H9;C5,S2,S3,H8"
1571829281,3,0,1,"CA,C2,C9,C8;DA,D8,DK,DJ;D10,D6,DQ,D4;HA,D5,D9,SQ;H6,D2,D7,HJ;H2,HQ,D3,H9;CQ,CK,C7,C3;CJ,C6,C4,H7;C10,C5,HK,H5;SA,S10,S5,S8;SK,S9,S4,S6;SJ,S7,H10,S3;S2,H8,H4,H3"
1571829281,3,11,1,"CK,C5,CA,C2;D3,DA,DQ,DJ;D2,DK,D10,D7;HK,D9,D6,D5;HJ,D8,SQ,D4;H10,C4,C10,CQ;H7,H5,C9,CJ;H6,H4,C6,C8;H2,SJ,C3,C7;SK,S9,S10,SA;S8,S7,H9,HA;S6,S5,H3,HQ;S2,S4,S3,H8"
1571829281,3,8,1,"CQ,CK,C2,CA;D9,DA,DK,D8;D7,DJ,DQ,D6;D4,HA,D10,D3;H10,H7,D5,D2;C8,CJ,C9,C3;C7,C10,C6,SQ;H9,C4,C5,HK;S7,S10,SA,SK;S6,S5,S9,SJ;H8,H4,H6,HQ;H3,H2,S8,HJ;S3,S2,S4,H5"
1571829281,3,2,1,"CQ,CK,C2,CA;DA,DQ,DJ,DK;D8,D10,D7,D2;D3,D9,HA,H6;HK,D6,H2,SA;HQ,D5,SK,CJ;HJ,D4,SJ,S10;C10,C6,C9,C7;C5,SQ,C8,S9;C3,H10,C4,S8;H9,H8,S6,S7;H4,H7,S5,S4;H3,H5,S3,S2"
1571829281,3,3,1,"CQ,CK,C2,CJ;D5,D10,DA,DK;D4,D8,D9,DQ;D2,D6,D7,DJ;C9,HA,CA,C10;C8,HJ,C5,C7;C6,H7,H10,C3;C4,H5,H8,HK;S10,S8,SJ,S7;S3,S5,S9,S6;SQ,SA,S2,S4;HQ,D3,H2,H9;H3,H4,SK,H6"
1571829281,3,6,1,"C7,CJ,CA,C2;DA,DK,D7,D10;DQ,DJ,D4,D3;D5,D9,SQ,H9;D2,D8,HK,SA;HA,D6,H10,CQ;SJ,S9,SK,S10;C6,HQ,CK,C10;C5,HJ,C4,C9;H7,H3,C3,C8;S5,S7,H8,S8;H5,S6,H6,S4;H4,S2,H2,S3"
1571829281,3,23,1,"C2,D9,CA,CK;DK,D8,DA,DQ;D5,D7,DJ,D2;HA,D6,D10,H8;H9,D4,D3,SA;S9,S7,S10,SJ;C6,HK,C8,CQ;C5,HJ,C4,CJ;C3,H10,SQ,C10;H5,H7,HQ,C9;SK,H3,H6,C7;S6,S3,H4,S8;S4,S2,H2,S5"
1571829281,3,3,1,"C10,C9,C2,CQ;D10,D3,DA,DQ;D9,SQ,DK,D8;D6,H10,DJ,D5;D4,H5,D7,H7;C4,C7,CA,CJ;HA,C6,CK,C8;HK,C5,C3,H6;HQ,SK,SJ,SA;H8,S7,S8,S10;H3,S5,S6,S9;H2,S4,HJ,S3;D2,S2,H9,H4"
1571829281,3,26,1,"C2,CQ,CA,C9;D10,DJ,DA,DK;D5,D6,DQ,D9;D4,D2,D8,D7;SQ,CJ,D3,HJ;C10,C5,CK,C7;S7,SJ,SA,SK;H6,S10,HA,H10;H4,S8,HK,H9;H3,S6,HQ,H5;C8,S5,H8,S9;S4,C4,H7,C6;S2,C3,H2,S3"
1571829281,3,14,1,"C10,C2,CA,CQ;DA,DQ,D9,DK;D10,D3,D5,DJ;D7,SQ,HA,D8;C7,CK,C4,C8;HQ,CJ,C3,C6;H10,C9,HK,C5;S10,SA,S5,SJ;H4,SK,S3,S6;H3,S9,S2,H9;D6,S8,HJ,H8;D4,S7,H7,H6;D2,S4,H2,H5"
1571829281,3,0,1,"CJ,CQ,C2,CA;DK,D6,DQ,DA;DJ,D3,D10,D7;C8,C10,C9,CK;SQ,HQ,D9,D5;HA,H3,D8,HJ;H4,H2,D4,H9;SK,SA,D2,H7;SJ,C7,C6,H6;S7,C4,C5,H5;S5,S10,HK,S9;S3,S8,H10,S6;S2,C3,H8,S4"
1571829281,3,2,1,"C2,CK,CQ,CJ;DQ,D9,D5,DA;D10,HQ,D4,DK;D8,HJ,D2,DJ;D7,H8,SQ,D6;CA,C9,C10,C4;SA,S8,SJ,S10;SK,S6,HA,S7;S9,S5,H9,S4;S3,S2,H6,H10;HK,C7,H5,H3;H7,C5,C8,H2;H4,C3,C6,D3"
1571829281,3,20,1,"C8,C9,CK,C2;DK,DA,DQ,DJ;D10,D5,D2,D9;D7,D3,HK,D8;D4,H8,H7,D6;C7,C5,CJ,CA;HA,C4,C10,CQ;HQ,H5,C6,C3;S8,S10,SJ,S2;S3,S6,S9,SA;HJ,S4,S7,SQ;H10,H3,H2,H9;H4,SK,S5,H6"
1571829281,3,3,1,"CA,CK,C2,CJ;DA,DJ,DK,D8;DQ,D9,D7,SQ;D10,D6,D5,HK;CQ,C9,C6,C10;SA,SJ,HQ,S8;SK,S10,H9,S7;S5,S9,H6,S6;HA,C7,C4,C8;S4,H7,H3,S2;S3,H2,D4,HJ;H8,C5,D3,H10;H5,C3,D2,H4"
1571829281,3,14,1,"CA,CK,C10,C2;DA,D10,DJ,D5;DK,D8,D7,D4;DQ,D2,D3,H6;D9,HA,HK,H2;D6,HQ,HJ,SK;CQ,CJ,C9,C7;C4,H8,C8,C6;SQ,H5,C3,C5;S9,SA,S7,S10;S6,SJ,H10,S8;S5,S3,H9,S4;H3,H4,H7,S2"
1571829281,3,18,1,"CK,CQ,C2,CA;DK,DJ,DA,DQ;D7,D10,D6,D8;D3,D9,D5,D2;C5,C7,C8,CJ;C3,C4,SQ,C10;HQ,HA,H9,C9;H10,H8,SK,C6;SA,S10,S8,S3;SJ,S9,S6,HK;S7,H7,S5,HJ;S4,H6,S2,H4;H5,H2,D4,H3"
1571829281,3,19,1,"C2,CA,CJ,CK;D7,D10,DA,DK;D6,D8,DQ,DJ;D5,H6,D4,D9;C10,C9,SQ,CQ;C6,C8,HJ,C7;HA,C5,H10,C4;S6,SA,SJ,S7;S5,SK,S9,S4;HQ,S10,S3,HK;H9,S8,S2,H8;H2,H5,H3,H7;D2,H4,D3,C3"
1571829281,3,1,1,"CK,CQ,CA,C2;DA,DJ,DK,DQ;D4,D8,D10,D6;HJ,D7,D9,SQ;H8,D5,D2,HQ;H7,D3,HA,H6;CJ,C4,C8,C9;C10,H5,C3,C6;C7,S10,HK,C5;SK,S9,S6,SA;S5,S8,H10,SJ;S3,S7,H9,S4;H3,S2,H2,H4"
1571829281,3,8,1,"CA,C3,C2,CK;DA,DJ,DQ,DK;D8,D10,D5,D7;D6,D9,D4,D2;S9,S10,SJ,S8;S5,S4,S6,S7;CQ,HA,SQ,C10;D3,HK,HJ,SK;CJ,H9,H10,C9;C4,H6,H7,C8;HQ,H2,H5,C7;H8,SA,H3,C6;H4,S2,S3,C5"
1571829281,3,18,1,"CA,CJ,C2,C10;D9,D5,DK,DA;D2,D3,D8,DQ;HQ,SQ,D6,DJ;H10,HK,D4,D10;H8,SJ,HA,D7;CK,C9,C7,C8;CQ,C6,C5,C3;SA,S10,S9,S3;SK,S8,S4,HJ;S6,S7,H6,H9;H5,S5,H3,H7;H4,S2,C4,H2"
1571829281,3,8,1,"C10,CJ,DJ,C2;D7,DK,D9,DA;D6,D8,D4,DQ;HK,D5,D2,D10;H10,H9,HQ,D3;C9,C8,H7,CA;C5,C7,H6,CK;H8,C6,H4,CQ;S9,S10,SJ,S7;S6,S8,S4,S5;H5,C4,H3,SQ;SA,C3,H2,HA;SK,S2,S3,HJ"
1571829281,3,3,1,"C2,CA,CK,CQ;DQ,DA,D3,DJ;D10,DK,SQ,D9;D7,D8,HA,H10;D5,D6,HK,H9;C7,C6,C10,CJ;HQ,C4,C9,C5;H8,C3,C8,H6;S10,SA,SJ,S8;S7,SK,S9,S6;S3,S4,HJ,S5;D4,H3,H7,S2;D2,H2,H5,H4"
1571829281,3,2,1,"C2,C10,CK,CA;DK,DJ,DQ,DA;D7,D9,D6,D10;D5,D2,D4,D8;CQ,HA,C8,CJ;D3,HQ,HK,H5;C7,H10,C6,C9;C3,H9,C5,C4;S6,S7,S9,SJ;S4,H7,S2,S10;S3,H6,SA,S8;HJ,H4,H8,SK;SQ,H2,H3,S5"
1571829281,3,1,1,"C7,C2,CA,C8;DA,D10,DJ,DQ;DK,D7,D8,D9;D6,D4,HK,D5;C4,CK,C9,C6;SQ,D3,H7,HQ;HA,D2,H2,HJ;H9,CQ,C3,H10;H6,CJ,SA,H8;SJ,C10,S10,H5;S7,C5,S9,H3;S3,S5,S6,SK;S2,H4,S4,S8"
1571829281,3,10,1,"CJ,C9,CQ,C2;DA,D3,DK,DJ;D10,SQ,DQ,D9;D8,HJ,D5,D7;D4,H9,HA,D6;HK,H6,HQ,D2;C7,C8,C6,CA;H7,C5,C4,CK;H2,H3,H8,C10;S10,SA,H5,C3;S9,SK,S8,S5;S7,SJ,S3,S2;S6,S4,H4,H10"
1571829281,3,4,1,"CK,CQ,C10,C2;DK,DJ,D8,DA;D10,D9,D6,DQ;D7,SQ,D4,D2;D5,H5,D3,HA;C5,CJ,C9,CA;C3,C6,C8,C7;S7,SJ,SA,SK;S6,S10,S8,S5;HQ,C4,HK,H8;HJ,S9,S4,S3;H9,S2,H10,H7;H3,H2,H4,H6"
1571829281,3,0,1,"CA,CQ,C2,CK;DQ,DK,D8,DA;D10,D9,D6,DJ;SQ,D7,D5,D2;H10,D4,D3,HK;CJ,C8,C6,C10;C9,C3,HQ,C4;C7,HA,H8,H9;C5,HJ,H7,H6;SK,SA,S4,S8;S9,SJ,S2,S6;S3,S10,H4,S5;H5,S7,H2,H3"
1571829281,3,22,1,"CA,C2,CQ,C9;D9,DQ,D2,DA;D7,D5,HA,DK;D6,D4,H10,DJ;SQ,HK,H7,D10;HQ,H8,H6,D8;H2,H3,C10,D3;CK,C3,C7,C8;CJ,SA,C4,HJ;C6,SK,S9,H9;C5,S7,S8,H5;SJ,S6,S5,S10;S2,S3,S4,H4"
1571829281,3,19,1,"C2,CJ,CA,CK;DA,DQ,DK,D8;DJ,D5,D6,D3;D10,D4,H5,H10;D9,D2,H4,H9;D7,HA,H2,H3;C7,C5,C9,CQ;C6,C4,SK,C10;SQ,C3,SJ,C8;S6,S2,S9,SA;HJ,HK,S7,S10;H8,HQ,S5,S8;H6,H7,S3,S4"
1571829281,3,6,1,"C2,CA,C6,CK;DK,DQ,D9,DA;D3,D8,D7,DJ;HA,D6,HQ,D10;HJ,D5,H10,D4;H4,D2,H9,SQ;CJ,C10,C5,CQ;C8,H5,C4,C9;S10,SJ,SK,SA;S7,S8,S5,S9;H3,S6,H8,S3;C7,S4,H7,S2;C3,H2,H6,HK"
1571829281,3,18,1,"C2,CJ,CA,C10;DA,DJ,D9,DK;D10,D5,D8,DQ;H7,D4,D6,D7;H6,HK,SQ,D3;H5,SJ,HJ,D2;C9,C6,CK,C7;C8,C3,CQ,HA;C4,S10,C5,HQ;S9,S8,SA,SK;S7,S5,S4,S6;H4,S3,H10,H8;H3,S2,H9,H2"
1571829281,3,22,1,"CA,CK,C2,C5;DJ,D8,DK,DA;D5,D7,D9,DQ;H9,D4,HA,D10;H3,SQ,HK,D6;H2,HJ,H7,D3;CJ,H10,H5,D2;C7,C10,CQ,C3;C6,C9,C8,HQ;S10,S8,SA,SK;S9,S6,S7,SJ;S2,S5,S3,S4;C4,H8,H4,H6"
1571829281,3,17,1,"CK,C10,C2,CA;DA,DJ,DQ,DK;CJ,C4,C7,CQ;SQ,D7,D9,D10;HK,HA,D8,D6;H9,HQ,D4,D5;H8,HJ,D2,D3;C8,C3,C6,C9;S9,SA,SK,SJ;S8,S6,S10,S5;H5,H3,C5,H10;S2,S4,S7,H6;H2,S3,H7,H4"
1571829281,3,0,1,"C10,CA,C2,CQ;DK,DA,D9,D7;DQ,DJ,D8,D6;C9,C5,CK,C6;HK,D10,D5,HA;H7,D3,D4,HQ;SA,SQ,D2,HJ;C8,H8,CJ,H10;C7,H6,C3,H9;C4,H4,H3,H5;SJ,S4,S9,SK;S10,S3,S8,S7;S6,H2,S2,S5"
1571829281,3,22,1,"C2,CK,CJ,C10;D5,DJ,D7,DA;D4,D10,D3,DK;D2,SQ,HA,DQ;H10,HK,HQ,D9;H9,H5,H7,D8;H6,SA,H4,D6;CA,CQ,C9,C7;SJ,S10,S5,SK;H3,C8,C6,C4;S9,S8,S4,HJ;S7,S3,C5,H8;S6,S2,C3,H2"
1571829281,3,1,1,"CK,CQ,C2,CJ;D9,DA,DK,DQ;D4,D8,D10,DJ;D2,D3,D7,D5;SQ,HK,D6,HJ;C10,C9,CA,C7;C8,C5,C4,C3;C6,H10,H9,H4;S10,S7,SK,SA;HA,S6,S9,SJ;HQ,S2,S8,S5;H7,H8,S4,S3;H5,H3,H6,H2"
1571829281,3,2,1,"C10,CK,CA,C2;DA,D7,DQ,DK;D4,D5,DJ,D9;H10,D3,D10,D8;H9,HQ,D2,D6;C6,CQ,C9,C8;C4,CJ,SQ,C5;C3,C7,HA,HK;SJ,S10,SA,S5;S8,S9,SK,HJ;S7,S4,S6,H8;H7,H2,H3,H6;H5,S3,S2,H4"
1571829281,3,19,1,"CA,C9,C2,C4;D9,D6,DK,DA;D8,HA,D4,DQ;D7,HK,D3,DJ;SQ,H10,D2,D10;H8,H9,HQ,D5;CK,C6,C10,C3;CQ,H2,C7,HJ;CJ,SK,H4,H7;C8,SJ,H3,H6;C5,S6,S10,H5;S7,S5,S9,SA;S3,S2,S8,S4"
1571829281,3,0,1,"CQ,C10,C2,CA;DA,DJ,DQ,DK;D4,D9,D10,D6;D3,D7,D8,H8;CJ,C4,C9,CK;C8,HA,C7,C5;C3,HJ,C6,H7;S8,S7,SJ,S9;S5,S6,S10,S4;S2,SA,SQ,S3;HK,D5,H10,H5;HQ,D2,H4,H2;H9,H6,H3,SK"
1571829281,3,2,1,"C2,CQ,C9,C3;DK,D9,D8,DA;DQ,D6,D5,DJ;D10,HJ,D4,D7;D2,H10,HA,D3;SA,S10,SJ,S7;CA,CJ,C8,HK;CK,C7,C6,H8;C10,C5,HQ,H4;C4,H9,H5,H3;SQ,S9,S6,S5;H6,H7,S4,SK;H2,S8,S2,S3"
1571829281,3,20,1,"C7,CA,C6,C2;DA,DJ,DK,D9;DQ,D2,D10,D5;D7,H6,D8,H10;D6,H5,D4,H8;D3,SK,HA,H7;C5,CQ,C3,CK;SQ,C9,HQ,CJ;HK,C4,H3,C10;HJ,S8,SA,C8;H9,S5,S9,SJ;H4,S4,S6,S10;H2,S2,S3,S7"
1571829281,3,7,1,"C2,C4,CA,CK;DA,D10,DJ,DQ;DK,D9,D8,D2;D5,D6,D7,SQ;C10,HK,CJ,CQ;C6,H7,C5,C9;C3,H6,HJ,C8;HA,H4,H9,C7;HQ,SJ,SA,S9;H10,S7,SK,S5;H5,S3,S10,S4;D4,S2,S8,H8;D3,H2,S6,H3"
1571829281,3,26,1,"CK,CA,C2,C6;DA,D7,DK,DQ;D10,D6,DJ,D8;CJ,CQ,C9,C3;D9,D3,HQ,D4;D5,SQ,H7,HA;D2,HJ,H2,HK;C10,H6,C8,H9;C7,H5,C5,H8;S9,SJ,SK,SA;S8,S10,S7,S5;S2,S6,S4,S3;H10,H3,C4,H4"
1571829281,3,15,1,"CA,C2,C8,CK;D10,D8,DA,DK;D9,D4,DQ,DJ;D7,D2,D6,HK;D5,HA,D3,H9;C9,CQ,C7,CJ;C5,C6,C4,C10;H5,HQ,SQ,C3;SA,SK,S8,S9;SJ,S5,S7,S6;S10,HJ,S2,H7;S4,H3,H10,H6;S3,H2,H8,H4"
1571829281,3,0,1,"CA,C2,CQ,CK;DJ,DA,DK,DQ;D10,D8,D7,HA;D9,D6,D3,HJ;D2,D5,SQ,H10;HK,D4,H5,H6;C10,C8,C7,CJ;C9,C5,C4,C6;C3,HQ,H2,H3;SJ,SK,SA,S10;S4,S5,S8,S9;H8,H9,S7,S3;H4,H7,S6,S2"
1571829281,3,2,1,"C7,C2,CQ,C10;DQ,D9,DA,DJ;D7,D4,DK,D8;D6,D3,D10,SQ;HQ,HJ,D5,HA;H2,H10,D2,HK;C3,CA,CJ,H9;SA,CK,C5,H8;S8,C9,C4,H4;S7,C8,H7,SK;S6,C6,H6,SJ;S4,S9,S5,S10;S2,H3,H5,S3"
1571829281,3,19,1,"CQ,CA,C8,C2;DA,D7,D9,DK;DQ,D4,D8,DJ;D5,SQ,D2,D10;HK,HQ,HA,D6;H7,H9,HJ,D3;C6,CK,C7,C10;H3,CJ,C3,C9;SK,SA,S6,S8;SJ,S3,S5,H6;S10,S2,S4,H2;S9,H8,H10,C5;S7,H5,H4,C4"
1571829281,3,4,1,"CA,CJ,C9,C2;DA,DJ,D5,DQ;DK,D10,H6,SQ;D9,D8,H5,HK;D7,D4,H4,H10;D6,D3,SJ,H9;D2,HA,S10,H3;C10,C3,C7,CK;C8,HJ,C5,CQ;HQ,H2,C4,C6;SK,S6,S8,SA;H8,S3,S7,S9;H7,S2,S5,S4"
1571829281,3,2,1,"C6,CK,CQ,C2;DK,D10,DJ,DA;D9,D8,D4,DQ;D3,D7,HA,D5;D2,D6,H9,HK;C4,CJ,C10,CA;SQ,HJ,C9,C3;HQ,H8,C8,H7;H10,H2,C7,H5;H6,S7,C5,SA;SJ,S6,S8,SK;S5,S3,S4,S10;H3,S2,H4,S9"
1571829281,3,2,1,"CK,CJ,CA,C2;H9,D9,DK,DA;H6,D6,DJ,DQ;H5,D5,D10,D8;H4,D4,D7,HK;SA,D3,D2,HJ;C8,C9,C10,CQ;S4,S7,SJ,S10;C5,C7,C6,H3;S3,SQ,S5,S9;SK,HA,HQ,S8;C4,H10,H8,S6;C3,H7,H2,S2"
1571829281,3,0,1,"CK,CA,C2,CJ;DK,DA,D9,DQ;D8,D10,D6,DJ;D7,HJ,D3,D4;D5,H9,HA,SQ;D2,H5,HQ,HK;C10,C9,CQ,C6;C4,C8,C7,H10;S10,SJ,S9,SA;S8,S5,S7,SK;S4,S3,S6,S2;C3,H4,C5,H7;H8,H3,H6,H2"
1571829281,3,2,1,"CQ,CK,CA,C2;DA,D9,DJ,DQ;DK,D8,D10,D5;D7,D6,SQ,H8;D3,D4,H9,H6;HK,C10,CJ,C9;HJ,C6,C7,C8;H2,C3,C4,C5;SA,S4,S10,SJ;D2,HA,H4,H5;SK,HQ,S5,S9;S8,H10,S3,S7;S6,H7,S2,H3"
1571829281,3,5,1,"C2,CK,CJ,CQ;DA,DK,D10,D8;DQ,DJ,D7,D6;CA,C7,C9,C10;C4,H8,C6,C8;S2,S8,S5,SJ;SA,S7,S4,S10;HK,H3,HQ,HA;H10,S3,SK,S9;H9,D9,D3,SQ;H7,D5,H5,HJ;H6,D4,C5,H2;H4,D2,C3,S6"
1571829281,3,0,1,"CJ,C2,CQ,CK;DA,DK,DJ,D8;D9,DQ,D6,HJ;D7,D10,D5,H9;C5,CA,C10,C8;SQ,C7,C9,C6;HK,H4,D4,H8;H6,H2,D3,H7;SA,SJ,D2,H5;SK,S9,S5,S10;S8,S7,HA,S2;S6,S3,HQ,H3;S4,C3,H10,C4"
1571829281,3,0,1,"CK,CA,DQ,C2;D10,DA,DJ,DK;D8,D9,D3,D6;D7,D4,D2,HA;D5,H5,HQ,H9;CQ,C10,H10,CJ;C7,C9,H8,C8;C5,C6,H7,C4;S8,SJ,S10,S9;SQ,S6,S7,S4;C3,H2,H3,H6;HK,S5,SA,H4;HJ,S3,SK,S2"
1571829281,3,2,1,"CQ,C2,C8,CK;D9,DA,DJ,DK;D2,DQ,D8,D10;SQ,D6,D7,D5;HQ,HK,D4,D3;C7,CA,C6,CJ;HJ,C10,H9,C9;H8,C4,H6,C5;SA,SJ,SK,S10;S9,S6,S5,HA;S8,S3,S4,H10;S7,H3,S2,H7;H5,C3,H2,H4"
1571829281,3,13,1,"CK,C2,C8,C10;D10,D8,DA,DK;D5,SQ,DQ,DJ;D3,HQ,D7,D9;SJ,S9,S10,SA;S8,HJ,S5,SK;S6,H7,S4,S7;H10,H3,S2,S3;H6,CA,HK,HA;CQ,CJ,H8,H9;C9,C6,D6,H5;C7,C5,D4,H4;C4,C3,D2,H2"
1571829281,3,1,1,"C2,CA,CJ,CK;DK,DJ,DA,D4;D10,D8,DQ,D2;D9,D7,D6,HK;D5,SQ,H9,HJ;D3,H3,H8,H10;C9,C10,C5,CQ;HA,C7,C4,C8;HQ,C6,H7,C3;S10,SA,SJ,SK;S5,S7,S9,S8;H5,S6,S3,S2;H2,S4,H4,H6"
1571829281,3,0,1,"CA,CK,C2,C10;DK,D10,DA,D7;DJ,D5,DQ,H10;HA,D2,D9,H9;HK,HQ,D8,H7;HJ,H8,D6,H4;H6,H3,D4,SJ;C9,SA,D3,S10;S8,S9,S5,S7;C8,CQ,SQ,C5;C7,CJ,H5,C4;C6,S6,SK,S3;C3,S4,H2,S2"
1571829281,3,0,1,"CA,C10,C9,C2;D7,DA,D6,DQ;D2,DK,HQ,DJ;HA,D10,HJ,D9;HK,D8,H3,H10;H8,D5,SK,H9;H7,D4,SJ,H5;SA,D3,S10,H4;CK,C6,C8,CQ;CJ,SQ,C5,H2;C7,H6,C3,S7;C4,S8,S9,S6;S4,S3,S2,S5"
1571829281,3,1,1,"C2,CA,CQ,CJ;DJ,D9,DQ,DA;D4,D8,D10,DK;CK,C7,C9,C10;D3,D6,D7,HA;HK,D5,D2,HJ;C4,C6,H10,C8;H7,C5,H8,C3;SJ,S10,S4,S8;S9,S5,S2,S7;S3,SQ,H6,S6;SA,HQ,H5,H9;SK,H4,H3,H2"
1571829281,3,6,1,"CK,CQ,C2,C4;DA,DJ,DQ,DK;D10,D7,HA,D8;D9,D5,H10,D6;D3,D4,H7,SQ;C8,C9,CA,C3;H9,C7,CJ,HQ;H6,C6,C10,HJ;S6,SK,S10,SA;H5,S3,S9,SJ;H3,HK,S7,S8;H2,H8,S2,S5;D2,C5,H4,S4"
1571829281,3,6,1,"CA,CK,CJ,C2;DK,DQ,DA,D10;D9,D7,DJ,D8;D6,SQ,D4,H10;D5,HA,D2,H5;D3,HK,HQ,H2;C10,C8,C4,CQ;C7,C3,HJ,C9;H9,H8,H6,C6;H3,H7,SK,C5;S10,S7,SJ,SA;S5,S2,S9,S8;S4,H4,S6,S3"
1571829281,3,18,1,"CA,C9,C2,CJ;D8,D10,DK,DA;H9,D7,DQ,DJ;H6,D5,D9,D6;H5,D4,D3,D2;CK,C6,CQ,C10;C8,C4,HQ,C7;S9,S10,S8,SJ;H4,SQ,H7,C5;H2,HK,H3,C3;SA,S4,SK,S5;S7,HJ,S6,HA;S3,H8,S2,H10"
1571829281,3,0,1,"CK,C2,CA,CJ;DA,DK,DQ,D5;DJ,D9,D8,D4;D10,D3,D7,D2;D6,HA,SQ,HJ;C10,CQ,C7,C6;C8,C9,HQ,C4;C5,C3,H5,H10;S8,S9,SA,SJ;S5,S7,SK,S4;S2,H7,S10,S3;HK,H6,S6,H8;H9,H2,H3,H4"
1571829281,3,6,1,"CQ,C4,CA,C2;DK,D9,DA,D8;D10,D5,DQ,D7;D6,D4,DJ,D3;H10,SQ,D2,H6;C9,HA,CK,CJ;H9,HK,C8,C10;H7,HQ,C6,C7;H3,H5,C3,C5;SA,S10,S9,SK;SJ,S6,S2,S7;S8,S4,HJ,S3;S5,H2,H8,H4"
1571829281,3,3,1,"CK,CQ,CA,C2;DA,D9,D10,DK;DJ,D8,D7,DQ;C9,CJ,C6,C10;D6,D3,D2,SQ;D5,HJ,HQ,HA;D4,H8,H7,HK;C3,C7,C4,C8;H10,H6,H4,C5;SK,SJ,S5,SA;S8,S10,S4,S2;S7,S9,S3,H9;H5,S6,H3,H2"
1571829281,3,0,1,"CK,C2,CA,C10;DA,DJ,DK,DQ;D7,D9,D8,D10;HK,D6,D4,D3;HJ,D5,SQ,H6;H8,D2,HA,H4;C4,C8,CQ,C5;C3,C7,CJ,H2;H5,H7,C9,SK;H3,SA,C6,SJ;S9,S8,HQ,S10;S3,S7,H10,S6;S2,S5,H9,S4"
1571829281,3,16,1,"C2,CQ,CK,CA;DA,D4,D9,DK;DJ,SQ,H6,DQ;D8,HK,H5,D10;D7,HQ,H4,D5;D6,H10,H3,D3;D2,H9,SA,HA;C9,C10,CJ,C8;HJ,C4,C7,C6;H8,H7,C5,C3;S6,S9,SK,S7;S3,S8,SJ,S5;S2,H2,S10,S4"
1571829281,3,3,1,"CK,C2,CA,C9;HQ,DK,DJ,DA;H7,D7,D9,DQ;H6,D6,D8,D10;H3,D5,D2,D3;H2,D4,SQ,HK;CQ,CJ,C10,C5;C8,C3,HJ,C4;C7,HA,H8,H10;C6,H5,H4,H9;S7,SA,SK,S9;S6,S8,SJ,S3;S4,S5,S10,S2"
1571829281,3,22,1,"C6,C2,CK,CJ;DK,D10,D2,DA;DJ,D5,HA,DQ;D6,HK,HQ,D9;D3,H10,H9,D8;SQ,H7,H2,D7;HJ,H4,SA,D4;C4,CA,CQ,C5;H8,C10,C9,H5;H6,C7,C8,H3;S10,S6,C3,SK;S8,S3,SJ,S9;S5,S2,S7,S4"
